"x"
"Otocinclus hasemani"
"Otocinclus hoppei"
"Otocinclus huaorani"
"Otocinclus juruenae"
"Otocinclus macrospilus"
"Otocinclus mangaba"
"Otocinclus mariae"
"Otocinclus mura"
"Otocinclus tapirape"
"Otocinclus vestitus"
"Otocinclus vittatus"
"Oxybrycon parvulus"
"Oxydoras niger"
"Oxyropsis acutirostra"
"Oxyropsis carinata"
"Oxyropsis wrightiana"
"Pachypops fourcroi"
"Pachypops pigmaeus"
"Pachypops trifilis"
"Pachyurus calhamazon"
"Pachyurus gabrielensis"
"Pachyurus junki"
"Pachyurus paucirastrus"
"Pachyurus schomburgkii"
"Pachyurus stewarti"
"Pamphorichthys akroa"
"Pamphorichthys araguaiensis"
"Pamphorichthys minor"
"Pamphorichthys scalpridens"
"Panaqolus albivermis"
"Panaqolus albomaculatus"
"Panaqolus changae"
"Panaqolus claustellifer"
"Panaqolus dentex"
"Panaqolus gnomus"
"Panaqolus nix"
"Panaqolus nocturnus"
"Panaqolus purusiensis"
"Panaqolus tankei"
"Panaque armbrusteri"
"Panaque bathyphilus"
"Panaque nigrolineatus"
"Panaque schaeferi"
"Panaque titan"
"Papiliolebias ashleyae"
"Papiliolebias francescae"
"Papiliolebias habluetzeli"
"Paracanthopoma parva"
"Paracheirodon axelrodi"
"Paracheirodon innesi"
"Paracheirodon simulans"
"Paragoniates alburnus"
"Paralithoxus mocidade"
"Parancistrus aurantiacus"
"Parancistrus nudiventris"
"Parapristella aubynei"
"Parapristella georgiae"
"Parapteronotus hasemani"
"Paratrygon aiereba"
"Parecbasis cyclolepis"
"Pareiodon microps"
"Pareiorhaphis regani"
"Pariolius armillatus"
"Pariosternarchus amazonensis"
"Parodon bifasciatus"
"Parodon buckleyi"
"Parodon pongoensis"
"Parotocinclus amazonensis"
"Parotocinclus aripuanensis"
"Parotocinclus britskii"
"Parotocinclus dani"
"Parotocinclus eppleyi"
"Parotocinclus halbothi"
"Parotocinclus kwarup"
"Parotocinclus longirostris"
"Parotocinclus pentakelis"
"Parotocinclus polyochrus"
"Parotocinclus variola"
"Parotocinclus yaka"
"Peckoltia bachi"
"Peckoltia braueri"
"Peckoltia brevis"
"Peckoltia compta"
"Peckoltia ephippiata"
"Peckoltia feldbergae"
"Peckoltia furcata"
"Peckoltia oligospila"
"Peckoltia pankimpuju"
"Peckoltia vermiculata"
"Peckoltia vittata"
"Pellona altamazonica"
"Pellona castelnaeana"
"Pellona flavipinnis"
"Petilipinnis grunniens"
"Petitella georgiae"
"Petulanos intermedius"
"Petulanos plicatus"
"Phallobrycon adenacanthus"
"Phallobrycon synarmacanthus"
"Phalloceros leticiae"
"Phenacogaster beni"
"Phenacogaster capitulatus"
"Phenacogaster eurytaenia"
"Phenacogaster megalostictus"
"Phenacogaster microstictus"
"Phenacogaster naevata"
"Phenacogaster napoatilis"
"Phenacogaster ojitatus"
"Phenacogaster pectinatus"
"Phenacogaster prolatus"
"Phenacogaster retropinnus"
"Phenacorhamdia boliviana"
"Phenacorhamdia nigrolineata"
"Phenacorhamdia somnians"
"Phenacorhamdia tenebrosa"
"Phractocephalus hemioliopterus"
"Phreatobius cisternarum"
"Phreatobius dracunculus"
"Phreatobius sanguijuela"
"Phycocharax rasbora"
"Physopyxis ananas"
"Physopyxis cristata"
"Physopyxis lyra"
"Piabarchus analis"
"Piabucina elongata"
"Piabucus caudomaculatus"
"Piabucus dentatus"
"Piabucus melanostoma"
"Piaractus brachypomus"
"Pimelodella altipinnis"
"Pimelodella bockmanni"
"Pimelodella boliviana"
"Pimelodella breviceps"
"Pimelodella buckleyi"
"Pimelodella chaparae"
"Pimelodella conquetaensis"
"Pimelodella cristata"
"Pimelodella cyanostigma"
"Pimelodella gracilis"
"Pimelodella grisea"
"Pimelodella hartwelli"
"Pimelodella hasemani"
"Pimelodella howesi"
"Pimelodella humeralis"
"Pimelodella montana"
"Pimelodella nigrofasciata"
"Pimelodella peruana"
"Pimelodella roccae"
"Pimelodella serrata"
"Pimelodella spelaea"
"Pimelodella steindachneri"
"Pimelodina flavipinnis"
"Pimelodus albofasciatus"
"Pimelodus altissimus"
"Pimelodus blochii"
"Pimelodus halisodous"
"Pimelodus jivaro"
"Pimelodus joannis"
"Pimelodus luciae"
"Pimelodus maculatus"
"Pimelodus ornatus"
"Pimelodus pictus"
"Pimelodus quadratus"
"Pimelodus speciosus"
"Pimelodus stewarti"
"Pimelodus tetramerus"
"Pinirampus pirinampu"
"Pituna compacta"
"Pituna obliquoseriata"
"Pituna poranga"
"Pituna xinguensis"
"Plagioscion auratus"
"Plagioscion magdalenae"
"Plagioscion montei"
"Plagioscion squamosissimus"
"Plagioscion surinamensis"
"Planiloricaria cryptodon"
"Platydoras armatulus"
"Platydoras birindellii"
"Platydoras costatus"
"Platydoras hancockii"
"Platynematichthys notatus"
"Platysilurus mucosus"
"Platysilurus olallae"
"Platystacus cotylephorus"
"Platystomatichthys sturio"
"Platyurosternarchus crypticus"
"Platyurosternarchus macrostoma"
"Platyurosternarchus macrostomus"
"Plectrochilus diabolicus"
"Plectrochilus machadoi"
"Plectrochilus wieneri"
"Plesiolebias altamira"
"Plesiolebias aruana"
"Plesiolebias canabravensis"
"Plesiolebias filamentosus"
"Plesiolebias fragilis"
"Plesiolebias lacerdai"
"Plesiolebias xavantei"
"Plesiotrygon iwamae"
"Plesiotrygon nana"
"Poecilia waiapi"
"Poecilocharax weitzmani"
"Polycentrus jundia"
"Poptella actenolepis"
"Poptella brevispina"
"Poptella compressa"
"Poptella fuscata"
"Poptella longipinnis"
"Porotergus duende"
"Porotergus gimbeli"
"Porotergus gymnotus"
"Potamobatrachus trispinosus"
"Potamoglanis anhanga"
"Potamoglanis hasemani"
"Potamoglanis johnsoni"
"Potamoglanis wapixana"
"Potamorhina altamazonica"
"Potamorhina latior"
"Potamorhina pristigaster"
"Potamorrhaphis eigenmanni"
"Potamorrhaphis guianensis"
"Potamorrhaphis labiatus"
"Potamorrhaphis petersi"
"Potamotrygon adamastor"
"Potamotrygon albimaculata"
"Potamotrygon amazona"
"Potamotrygon constellata"
"Potamotrygon falkneri"
"Potamotrygon garmani"
"Potamotrygon henlei"
"Potamotrygon humerosa"
"Potamotrygon jabuti"
"Potamotrygon leopoldi"
"Potamotrygon limai"
"Potamotrygon marquesi"
"Potamotrygon motoro"
"Potamotrygon orbignyi"
"Potamotrygon rex"
"Potamotrygon schroederi"
"Potamotrygon scobina"
"Potamotrygon tatianae"
"Potamotrygon tigrina"
"Potamotrygon wallacei"
"Priocharax ariel"
"Priocharax britzi"
"Priocharax nanus"
"Priocharax pygmaeus"
"Priocharax varii"
"Prionobrama filigera"
"Pristella maxillaris"
"Pristigaster cayana"
"Pristigaster whiteheadi"
"Pristobrycon aureus"
"Pristobrycon calmoni"
"Pristobrycon maculipinnis"
"Pristobrycon striolatus"
"Procerusternarchus pixuna"
"Prochilodus britskii"
"Prochilodus nigricans"
"Prochilodus rubrotaeniatus"
"Prodontocharax alleni"
"Prodontocharax howesi"
"Prodontocharax melanotus"
"Propimelodus araguayae"
"Propimelodus caesius"
"Propimelodus eigenmanni"
"Protocheirodon pi"
"Psectrogaster amazonica"
"Psectrogaster ciliata"
"Psectrogaster curviventris"
"Psectrogaster essequibensis"
"Psectrogaster falcata"
"Psectrogaster rhomboides"
"Psectrogaster rutiloides"
"Pseudacanthicus histrix"
"Pseudacanthicus major"
"Pseudacanthicus pirarara"
"Pseudacanthicus pitanga"
"Pseudacanthicus serratus"
"Pseudacanthicus spinosus"
"Pseudancistrus asurini"
"Pseudancistrus kayabi"
"Pseudancistrus orinoco"
"Pseudancistrus pectegenitor"
"Pseudancistrus sidereus"
"Pseudancistrus zawadzkii"
"Pseudanos gracilis"
"Pseudanos trimaculatus"
"Pseudanos varii"
"Pseudanos winterbottomi"
"Pseudauchenipterus nodosus"
"Pseudepapterus cucuhyensis"
"Pseudepapterus hasemani"
"Pseudobunocephalus amazonicus"
"Pseudobunocephalus bifidus"
"Pseudobunocephalus quadriradiatus"
"Pseudobunocephalus timbira"
"Pseudohemiodon amazonum"
"Pseudohemiodon apithanos"
"Pseudohemiodon lamina"
"Pseudohemiodon thorectes"
"Pseudolithoxus kinja"
"Pseudolithoxus nicoi"
"Pseudoloricaria laeviuscula"
"Pseudopimelodus bufonius"
"Pseudopimelodus mangurus"
"Pseudopimelodus pulcher"
"Pseudoplatystoma fasciatum"
"Pseudoplatystoma punctifer"
"Pseudoplatystoma reticulatum"
"Pseudoplatystoma tigrinum"
"Pseudorinelepis genibarbis"
"Pseudostegophilus haemomyzon"
"Pseudostegophilus nemurus"
"Pseudotylosurus angusticeps"
"Pseudotylosurus microps"
"Pterengraulis atherinoides"
"Pterobunocephalus depressus"
"Pterobunocephalus dolichurus"
"Pterodoras granulosus"
"Pterolebias longipinnis"
"Pterophyllum altum"
"Pterophyllum leopoldi"
"Pterophyllum scalare"
"Pterosturisoma microps"
"Pterygoplichthys disjunctivus"
"Pterygoplichthys gibbiceps"
"Pterygoplichthys joselimaianus"
"Pterygoplichthys lituratus"
"Pterygoplichthys multiradiatus"
"Pterygoplichthys pardalis"
"Pterygoplichthys punctatus"
"Pterygoplichthys scrophus"
"Pterygoplichthys weberi"
"Pterygoplichthys xinguensis"
"Ptychocharax rhyacophila"
"Pygidianops amphioxus"
"Pygidianops eigenmanni"
"Pygocentrus nattereri"
"Pygopristis denticulata"
"Pyrrhulina australis"
"Pyrrhulina beni"
"Pyrrhulina brevis"
"Pyrrhulina eleanorae"
"Pyrrhulina elongata"
"Pyrrhulina laeta"
"Pyrrhulina lugubris"
"Pyrrhulina marilynae"
"Pyrrhulina maxima"
"Pyrrhulina melanostoma"
"Pyrrhulina obermulleri"
"Pyrrhulina semifasciata"
"Pyrrhulina spilota"
"Pyrrhulina stoli"
"Pyrrhulina vittata"
"Pyrrhulina zigzag"
"Racenisia fimbriipinna"
"Reganella depressa"
"Retroculus acherontos"
"Retroculus lapidifer"
"Retroculus xinguensis"
"Rhabdolichops caviceps"
"Rhabdolichops eastwardi"
"Rhabdolichops electrogrammus"
"Rhabdolichops lundbergi"
"Rhabdolichops navalha"
"Rhabdolichops nigrimans"
"Rhabdolichops stewarti"
"Rhabdolichops troscheli"
"Rhadinoloricaria bahuaja"
"Rhadinoloricaria macromystax"
"Rhadinoloricaria rhami"
"Rhadinoloricaria stewarti"
"Rhamdella montana"
"Rhamdella rusbyi"
"Rhamdia foina"
"Rhamdia guatemalensis"
"Rhamdia itacaiunas"
"Rhamdia laukidi"
"Rhamdia muelleri"
"Rhamdia poeyi"
"Rhamdia quelen"
"Rhamphichthys drepanium"
"Rhamphichthys heleios"
"Rhamphichthys lineatus"
"Rhamphichthys longior"
"Rhamphichthys marmoratus"
"Rhamphichthys pantherinus"
"Rhamphichthys rostratus"
"Rhaphiodon vulpinus"
"Rhinobrycon negrensis"
"Rhinodoras armbrusteri"
"Rhinodoras boehlkei"
"Rhinodoras dorbignyi"
"Rhinolekos capetinga"
"Rhinopetitia melanohumeralis"
"Rhinopetitia myersi"
"Rhinopetitia nigrofasciata"
"Rhinopetitia oligolepis"
"Rhinopetitia paucirastra "
"Rhinopetitia potamorhachia"
"Rhinosardinia amazonica"
"Rhyacoglanis epiblepsis"
"Rhyacoglanis seminiger"
"Rhynchodoras woodsi"
"Rhynchodoras xingui"
"Rhytiodus argenteofuscus"
"Rhytiodus elongatus"
"Rhytiodus lauzannei"
"Rhytiodus microlepis"
"Rineloricaria beni"
"Rineloricaria castroi"
"Rineloricaria daraha"
"Rineloricaria fallax"
"Rineloricaria formosa"
"Rineloricaria hasemani"
"Rineloricaria heteroptera"
"Rineloricaria jurupari"
"Rineloricaria konopickyi"
"Rineloricaria lanceolata"
"Rineloricaria melini"
"Rineloricaria morrowi"
"Rineloricaria nigricauda"
"Rineloricaria osvaldoi"
"Rineloricaria phoxocephala"
"Rineloricaria teffeana"
"Rineloricaria wolfei"
"Roeboexodon guyanensis"
"Roeboides affinis"
"Roeboides biserialis"
"Roeboides descalvadensis"
"Roeboides dispar"
"Roeboides myersii"
"Roeboides oligistos"
"Roeboides prognathus"
"Roestes itupiranga"
"Roestes molossus"
"Roestes ogilviei"
"Rondonacara hoehnei"
"Salminus affinis"
"Salminus brasiliensis"
"Salminus hilarii"
"Sarcoglanis simplex"
"Sartor elongatus"
"Sartor respectus"
"Sartor tucuriense"
"Satanoperca acuticeps"
"Satanoperca curupira"
"Satanoperca daemon"
"Satanoperca jurupari"
"Satanoperca leucosticta"
"Satanoperca lilith"
"Satanoperca pappaterra"
"Schizodon dissimilis"
"Schizodon fasciatus"
"Schizodon trivittatus"
"Schizodon vittatus"
"Schultzichthys bondi"
"Scobinancistrus aureatus"
"Scobinancistrus pariolispos"
"Scoloplax baileyi"
"Scoloplax baskini"
"Scoloplax dicra"
"Scoloplax distolothrix"
"Scoloplax dolicholophia"
"Scoloplax empousa"
"Scopaeocharax atopodus"
"Scopaeocharax rhinodus"
"Scorpiodoras calderonensis"
"Scorpiodoras heckelii"
"Scorpiodoras liophysus"
"Semaprochilodus brama"
"Semaprochilodus insignis"
"Semaprochilodus kneri"
"Semaprochilodus taeniurus"
"Serrabrycon magoi"
"Serrapinnus aster"
"Serrapinnus heterodon"
"Serrapinnus lucindai"
"Serrapinnus malabarbai"
"Serrapinnus microdon"
"Serrapinnus micropterus"
"Serrapinnus sterbai"
"Serrapinnus tocantinensis"
"Serrasalmus altispinis"
"Serrasalmus altuvei"
"Serrasalmus compressus"
"Serrasalmus eigenmanni"
"Serrasalmus elongatus"
"Serrasalmus geryi"
"Serrasalmus gibbus"
"Serrasalmus gouldingi"
"Serrasalmus hastatus"
"Serrasalmus hollandi"
"Serrasalmus humeralis"
"Serrasalmus maculatus"
"Serrasalmus manueli"
"Serrasalmus nigricans"
"Serrasalmus odyssei"
"Serrasalmus rhombeus"
"Serrasalmus sanchezi"
"Serrasalmus serrulatus"
"Serrasalmus spilopleura"
"Simpsonichthys cholopteryx"
"Sorubim elongatus"
"Sorubim lima"
"Sorubim maniradii"
"Sorubim trigonocephalus"
"Sorubimichthys planiceps"
"Spatuloricaria caquetae"
"Spatuloricaria euacanthagenys"
"Spatuloricaria evansii"
"Spatuloricaria puganensis"
"Spatuloricaria tuira"
"Spectracanthicus immaculatus"
"Spectracanthicus javae"
"Spectracanthicus murinus"
"Spectracanthicus tocantinensis"
"Spectracanthicus zuanoni"
"Spectrolebias bellidoi"
"Spectrolebias brousseaui"
"Spectrolebias costai"
"Spectrolebias filamentosus"
"Spectrolebias gracilis"
"Spectrolebias inaequipinnatus"
"Spectrolebias pilleti"
"Spectrolebias reticulatus"
"Spectrolebias semiocellatus"
"Spinipterus acsi"
"Spinipterus moijiri"
"Squaliforma emarginata"
"Squaliforma horrida"
"Squaliforma phrixosoma"
"Squaliforma scopularia"
"Squaliforma squalina"
"Squaliforma virescens"
"Stauroglanis gouldingi"
"Steatogenys duidae"
"Steatogenys elegans"
"Steatogenys ocellatus"
"Stegophilus panzeri"
"Stegostenopos cryptogenes"
"Steindachnerina amazonica"
"Steindachnerina argentea"
"Steindachnerina bimaculata"
"Steindachnerina binotata"
"Steindachnerina brevipinna"
"Steindachnerina dobula"
"Steindachnerina fasciata"
"Steindachnerina gracilis"
"Steindachnerina guentheri"
"Steindachnerina hypostoma"
"Steindachnerina leucisca"
"Steindachnerina notograptos"
"Steindachnerina planiventris"
"Steindachnerina pupula"
"Steindachnerina quasimodoi"
"Steindachnerina seriata"
"Stenolicmus ix"
"Stenolicmus sarmientoi"
"Sternarchella calhamazon"
"Sternarchella patriciae"
"Sternarchella rex"
"Sternarchella schotti"
"Sternarchella sima"
"Sternarchella terminalis"
"Sternarchogiton labiatus"
"Sternarchogiton nattereri"
"Sternarchogiton porcinum"
"Sternarchogiton preto"
"Sternarchogiton zuanoni"
"Sternarchorhamphus muelleri"
"Sternarchorhynchus axelrodi"
"Sternarchorhynchus caboclo"
"Sternarchorhynchus chaoi"
"Sternarchorhynchus cramptoni"
"Sternarchorhynchus curumim"
"Sternarchorhynchus curvirostris"
"Sternarchorhynchus goeldii"
"Sternarchorhynchus hagedornae"
"Sternarchorhynchus higuchii"
"Sternarchorhynchus inpai"
"Sternarchorhynchus jaimei"
"Sternarchorhynchus kokraimoro"
"Sternarchorhynchus mareikeae"
"Sternarchorhynchus mesensis"
"Sternarchorhynchus montanus"
"Sternarchorhynchus mormyrus"
"Sternarchorhynchus retzeri"
"Sternarchorhynchus schwassmanni"
"Sternarchorhynchus severii"
"Sternarchorhynchus starksi"
"Sternarchorhynchus stewarti"
"Sternarchorhynchus taphorni"
"Sternarchorhynchus villasboasi"
"Sternopygus aequilabiatus"
"Sternopygus astrabes"
"Sternopygus branco"
"Sternopygus macrurus"
"Sternopygus obtusirostris"
"Sternopygus xingu"
"Stethaprion crenatum"
"Stethaprion erythrops"
"Stichonodon insignis"
"Stictorhinus potamius"
"Strongylura marina"
"Sturisoma brevirostre"
"Sturisoma caquetae"
"Sturisoma graffini"
"Sturisoma guentheri"
"Sturisoma lyra"
"Sturisoma nigrirostrum"
"Sturisoma robustum"
"Sturisoma rostratum"
"Symphysodon aequifasciatus"
"Symphysodon discus"
"Symphysodon tarzoo"
"Synaptolaemus latofasciatus"
"Synbranchus lampreia"
"Synbranchus madeirae"
"Synbranchus marmoratus"
"Taeniacara candidi"
"Tahuantinsuyoa chipi"
"Tahuantinsuyoa macantzatza"
"Tarumania walkerae"
"Tatia akroa"
"Tatia aulopygia"
"Tatia brunnea"
"Tatia caudosignata"
"Tatia caxiuanensis"
"Tatia dunni"
"Tatia gyrina"
"Tatia intermedia"
"Tatia melanoleuca"
"Tatia musaica"
"Tatia nigra"
"Tatia simplex"
"Tatia strigata"
"Teleocichla centisquama"
"Teleocichla centrarchus"
"Teleocichla cinderella"
"Teleocichla gephyrogramma"
"Teleocichla monogramma"
"Teleocichla preta"
"Teleocichla prionogenys"
"Teleocichla proselytus"
"Teleocichla wajapi"
"Tenebrosternarchus preto"
"Tenellus leporhinus"
"Tenellus ternetzi"
"Tenellus trimaculatus"
"Tetragonopterus anostomus"
"Tetragonopterus araguaiensis"
"Tetragonopterus argenteus"
"Tetragonopterus carvalhoi"
"Tetragonopterus chalceus"
"Tetragonopterus denticulatus"
"Tetragonopterus juruena"
"Tetragonopterus kuluene"
"Tetragonopterus manaos"
"Tetragonopterus ommatus"
"Tetranematichthys barthemi"
"Tetranematichthys quadrifilis"
"Tetranematichthys wallacei"
"Thalassophryne amazonica"
"Thayeria boehlkei"
"Thayeria obliqua"
"Thayeria tapajonica"
"Thoracocharax securis"
"Thoracocharax stellatus"
"Thrissobrycon pectinifer"
"Tocantinsia piresi"
"Tometes ancylorhynchus"
"Tometes camunani"
"Tometes kranponhah"
"Tometes makue"
"Tometes siderocarajensis"
"Trachelyichthys decaradiatus"
"Trachelyichthys exilis"
"Trachelyopterichthys anduzei"
"Trachelyopterichthys taeniatus"
"Trachelyopterus ceratophysus"
"Trachelyopterus coriaceus"
"Trachelyopterus galeatus"
"Trachycorystes menezesi"
"Trachycorystes trachycorystes"
"Trachydoras brevis"
"Trachydoras gepharti"
"Trachydoras microstomus"
"Trachydoras nattereri"
"Trachydoras steindachneri"
"Trichomycterus aguarague"
"Trichomycterus barbouri"
"Trichomycterus bomboizanus"
"Trichomycterus chaberti"
"Trichomycterus corduvensis"
"Trichomycterus dispar"
"Trichomycterus fassli"
"Trichomycterus gabrieli"
"Trichomycterus jatobensis"
"Trichomycterus knerii"
"Trichomycterus lauzannii"
"Trichomycterus megantoni"
"Trichomycterus punctatissimus"
"Trichomycterus rivulatus"
"Trichomycterus taczanowskii"
"Trichomycterus taenia"
"Trichomycterus taeniops"
"Trichomycterus tiraquae"
"Trichomycterus weyrauchi"
"Tridens melanops"
"Tridensimilis brevis"
"Tridentopsis pearsoni"
"Trigonectes macrophthalmus"
"Trigonectes rogoaguae"
"Trigonectes rubromarginatus"
"Trigonectes strigabundus"
"Triportheus albus"
"Triportheus angulatus"
"Triportheus auritus"
"Triportheus brachipomus"
"Triportheus culter"
"Triportheus curtus"
"Triportheus elongatus"
"Triportheus pictus"
"Triportheus rotundatus"
"Triportheus trifurcatus"
"Tucanoichthys tucano"
"Tympanopleura atronasus"
"Tympanopleura brevis"
"Tympanopleura cryptica"
"Tympanopleura longipinna"
"Tympanopleura piperata"
"Tympanopleura rondoni"
"Typhlobelus auriculatus"
"Typhlobelus macromycterus"
"Typhlobelus ternetzi"
"Tyttobrycon dorsimaculatus"
"Tyttobrycon hamatus"
"Tyttobrycon shibattai"
"Tyttobrycon spinosus"
"Tyttobrycon xeruini"
"Tyttocharax cochui"
"Tyttocharax madeirae"
"Tyttocharax tambopatensis"
"Uaru amphiacanthoides"
"Utiaritichthys esguiceroi"
"Utiaritichthys longidorsalis"
"Utiaritichthys sennaebragai"
"Vandellia cirrhosa"
"Vandellia sanguinea"
"Varicharax nigrolineatus"
"Xenurobrycon coracoralinae"
"Xenurobrycon heterodon"
"Xenurobrycon polyancistrus"
"Xenurobrycon pteropus"
"Xenurobrycon varii"
"Xyliphius anachoretes"
"Xyliphius lepturus"
"Xyliphius melanopterus"
"Xyliphius sofiae"
"Zungaro zungaro"
"Zungaropsis multimaculatus"
